// 서버, 클라이언트 사용 스크립트																				
																				
//차원의 미궁 지역으로 사용할 기존 맵 설정																				
0																				
//인덱스	맵 번호	시작X	시작Y	종료X	종료Y															
1	4	10	3	5	2	0	2	2	//정상											
1	5	22	3	3	2	0	2	2	//정상											
1	6	25	3	7	2	0	2	2	//정상											
1	7	22	1	0	1	1	1	0	//정상											
1	8	18	2	0	1	1	0	0	//정상											
2	0	7	2	0	1	1	0	1	//정상											
2	1	21	2	0	0	0	1	0	//정상											
2	2	29	2	0	1	1	0	0	//정상											
2	3	10	2	0	0	1	0	1	//정상											
2	4	20	2	0	0	0	1	1	//정상											
2	5	37	2	0	0	1	1	1	//정상											
2	6	13	2	0	0	1	1	0	//정상											
2	7	19	2	0	1	1	0	0	//정상											
2	8	0	2	0	1	1	0	0	//정상											
3	0	28	2	0	1	0	0	1	//정상											
3	1	13	2	0	0	1	1	0	//정상											
3	2	12	2	0	1	1	0	0	//정상											
3	3	25	2	0	1	1	0	1	//정상											
3	4	21	3	6	0	0	2	2	//정상											
3	5	20	2	0	1	0	1	0	//정상											
3	6	23	2	0	1	1	0	0	//정상											
3	7	23	3	2	2	0	0	0	//정상											
3	8	22	2	0	1	1	0	0	//정상											
4	0	28	3	3	0	2	0	0	//정상											
4	1	23	2	0	1	1	0	0	//정상											
4	2	12	4	0	1	0	0	0	//정상											
4	3	28	3	2	2	2	0	2	//정상											
4	4	9	2	0	0	1	1	1	//정상											
4	5	2	2	0	0	1	1	0	//정상											
4	6	14	2	0	1	0	0	1	//정상											
4	7	15	2	0	0	1	1	0	//정상											
4	8	8	2	0	1	1	0	0	//정상											
5	0	16	2	0	1	1	0	0	//정상											
5	1	21	2	0	1	1	0	1	//정상											
5	2	0	3	4	0	0	2	0	//정상											
5	3	26	2	0	1	1	0	1	//정상											
5	4	2	3	1	2	2	2	2	//정상											
5	5	24	3	0	2	2	2	0	//정상											
5	6	0	3	2	0	0	0	2	//정상											
5	7	2	2	0	1	1	1	0	//정상											
5	8	37	2	0	1	1	0	0	//정상											
6	0	11	3	2	2	2	0	2	//정상											
6	1	17	2	0	1	0	1	0	//정상											
6	2	12	3	1	0	2	0	2	//정상											
6	3	36	3	3	2	0	2	2	//정상											
6	4	37	3	4	2	0	2	2	//정상											
6	5	27	2	0	1	1	1	0	//정상											
6	6	2	3	5	0	2	0	2	//정상											
6	7	5	3	1	2	2	2	2	//정상											
6	8	11	2	0	1	1	1	0	//정상											
7	0	37	2	0	1	1	0	1	//정상											
7	1	1	2	0	0	0	1	1	//정상											
7	2	1	2	0	1	0	1	1	//정상											
7	3	32	2	0	0	0	1	1	//정상											
7	4	29	2	0	0	1	1	0	//정상											
7	5	34	2	0	1	1	0	0	//정상											
7	6	22	2	0	1	0	0	1	//정상											
7	7	32	3	2	2	2	2	2	//정상											
7	8	11	2	0	1	0	1	0	//정상											
8	0	30	3	7	2	0	0	2	//정상											
8	1	17	3	4	0	0	2	2	//정상											
8	2	6	2	0	0	0	1	1	//정상											
8	3	17	3	5	0	0	2	2	//정상											
8	4	22	3	4	2	0	2	2	//정상											
8	5	26	2	0	1	0	1	0	//정상											
8	6	33	3	1	0	0	0	2	//정상											
8	7	36	3	5	2	0	2	2	//정상											
8	8	35	3	7	0	0	2	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
42	5	9	9																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	35	3	4	0	2	0	0	//정상											
0	1	18	2	0	0	1	0	1	//정상											
0	2	1	3	7	0	2	2	0	//정상											
0	3	11	3	3	0	2	0	2	//정상											
0	4	15	3	2	0	0	2	2	//정상											
0	5	19	2	0	0	1	1	0	//정상											
0	6	8	2	0	0	1	0	1	//정상											
0	7	16	2	0	0	1	1	1	//정상											
0	8	29	3	0	0	2	2	0	//정상											
1	0	30	2	0	1	1	0	0	//정상											
1	1	12	2	0	1	1	0	1	//정상											
1	2	1	2	0	1	0	1	1	//정상											
1	3	25	3	3	2	2	2	2	//정상											
1	4	0	3	5	0	0	2	2	//정상											
1	5	6	2	0	1	0	1	0	//정상											
1	6	13	2	0	1	1	0	0	//정상											
1	7	34	2	0	1	1	0	1	//정상											
1	8	5	2	0	1	1	1	0	//정상											
2	0	3	3	1	2	2	0	0	//정상											
2	1	35	2	0	1	1	0	1	//정상											
2	2	18	3	3	0	2	2	0	//정상											
2	3	28	2	0	1	0	0	1	//정상											
2	4	17	2	0	0	1	1	0	//정상											
2	5	23	2	0	0	1	0	0	//정상											
2	6	3	4	0	1	0	0	0	//정상											
2	7	34	3	3	2	2	0	2	//정상											
2	8	28	2	0	1	1	1	0	//정상											
3	0	13	2	0	1	1	0	0	//정상											
3	1	7	2	0	1	0	0	1	//정상											
3	2	0	2	0	1	1	1	1	//정상											
3	3	6	3	6	0	0	2	0	//정상											
3	4	33	2	0	1	1	0	0	//정상											
3	5	6	3	3	2	2	0	2	//정상											
3	6	33	3	1	0	2	2	2	//정상											
3	7	26	3	1	2	2	2	2	//정상											
3	8	5	2	0	1	0	1	0	//정상											
4	0	23	3	1	2	2	0	2	//정상											
4	1	24	2	0	0	1	1	0	//정상											
4	2	1	2	0	1	1	0	1	//정상											
4	3	26	3	6	0	2	2	0	//정상											
4	4	26	2	0	1	1	0	0	//정상											
4	5	14	2	0	1	1	0	0	//정상											
4	6	17	2	0	1	1	0	0	//정상											
4	7	28	2	0	1	1	0	1	//정상											
4	8	5	2	0	0	1	1	0	//정상											
5	0	9	3	6	2	2	0	2	//정상											
5	1	3	3	2	2	2	2	0	//정상											
5	2	11	2	0	1	0	0	1	//정상											
5	3	18	2	0	1	1	1	0	//정상											
5	4	16	2	0	1	1	0	0	//정상											
5	5	18	3	4	2	0	0	2	//정상											
5	6	28	3	2	2	2	2	2	//정상											
5	7	1	3	0	2	2	2	2	//정상											
5	8	13	3	5	2	0	2	0	//정상											
6	0	35	3	6	2	2	0	2	//정상											
6	1	34	1	0	1	0	1	1	//정상											
6	2	28	3	6	0	0	2	0	//정상											
6	3	15	2	0	1	1	0	0	//정상											
6	4	13	3	6	2	2	0	2	//정상											
6	5	22	3	1	0	2	2	0	//정상											
6	6	9	2	0	1	1	0	0	//정상											
6	7	7	2	0	1	1	0	1	//정상											
6	8	6	2	0	0	1	1	0	//정상											
7	0	13	2	0	1	1	0	1	//정상											
7	1	15	3	4	0	2	2	0	//정상											
7	2	6	2	0	0	1	0	1	//정상											
7	3	36	2	0	1	1	1	0	//정상											
7	4	11	2	0	1	1	0	0	//정상											
7	5	21	2	0	1	1	0	1	//정상											
7	6	29	2	0	1	0	1	1	//정상											
7	7	26	2	0	1	0	1	0	//정상											
7	8	33	3	3	2	2	0	0	//정상											
8	0	13	2	0	1	0	0	1	//정상											
8	1	1	2	0	1	0	1	1	//정상											
8	2	15	2	0	1	0	1	1	//정상											
8	3	1	3	0	2	0	2	0	//정상											
8	4	25	2	0	1	0	0	1	//정상											
8	5	9	2	0	1	0	1	1	//정상											
8	6	2	3	3	0	0	2	2	//정상											
8	7	19	2	0	0	0	1	1	//정상											
8	8	25	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
43	6	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	1	2	0	0	1	0	1	//정상											
0	1	12	3	1	0	0	2	2	//정상											
0	2	26	2	0	0	0	1	1	//정상											
0	3	10	2	0	0	1	1	1	//정상											
0	4	17	2	0	0	0	1	1	//정상											
0	5	31	2	0	0	0	1	1	//정상											
0	6	20	2	0	0	0	1	1	//정상											
0	7	20	2	0	0	1	1	0	//정상											
0	8	4	2	0	0	1	0	1	//정상											
0	9	25	3	6	0	2	2	0	//정상											
1	0	12	2	0	1	0	0	1	//정상											
1	1	32	2	0	0	1	1	1	//정상											
1	2	11	2	0	0	0	1	1	//정상											
1	3	1	2	0	1	0	1	0	//정상											
1	4	3	2	0	0	1	0	1	//정상											
1	5	13	3	7	0	2	2	0	//정상											
1	6	8	3	3	0	2	0	0	//정상											
1	7	11	2	0	1	1	0	1	//정상											
1	8	8	3	2	2	2	2	2	//정상											
1	9	24	3	0	2	0	2	0	//정상											
2	0	32	3	2	0	2	0	2	//정상											
2	1	32	2	0	1	1	1	0	//정상											
2	2	11	3	3	0	2	0	2	//정상											
2	3	21	2	0	0	1	1	1	//정상											
2	4	31	2	0	1	0	1	1	//정상											
2	5	9	2	0	1	0	1	1	//정상											
2	6	16	2	0	1	1	1	0	//정상											
2	7	31	3	7	2	0	0	2	//정상											
2	8	20	2	0	1	1	1	1	//정상											
2	9	23	2	0	0	1	1	0	//정상											
3	0	14	2	0	1	1	0	1	//정상											
3	1	33	2	0	1	0	1	0	//정상											
3	2	11	3	6	2	2	0	2	//정상											
3	3	34	2	0	1	0	1	0	//정상											
3	4	15	1	0	0	1	0	1	//정상											
3	5	14	3	6	0	2	2	0	//정상											
3	6	37	3	5	2	2	0	2	//정상											
3	7	2	3	5	0	2	2	0	//정상											
3	8	23	2	0	1	1	0	0	//정상											
3	9	25	3	4	2	2	0	0	//정상											
4	0	23	2	0	1	1	0	0	//정상											
4	1	6	3	1	0	2	0	0	//정상											
4	2	9	2	0	1	1	0	0	//정상											
4	3	17	3	5	0	2	0	2	//정상											
4	4	30	3	5	2	0	2	0	//정상											
4	5	27	2	0	1	1	0	0	//정상											
4	6	35	2	0	1	0	0	1	//정상											
4	7	29	2	0	1	1	1	0	//정상											
4	8	18	2	0	1	1	0	0	//정상											
4	9	2	2	0	1	1	0	0	//정상											
5	0	12	2	0	1	0	0	1	//정상											
5	1	2	2	0	1	1	1	0	//정상											
5	2	35	2	0	1	1	0	0	//정상											
5	3	36	2	0	1	1	0	0	//정상											
5	4	23	4	0	0	1	0	0	//정상											
5	5	31	2	0	1	1	0	0	//정상											
5	6	23	2	0	0	1	0	1	//정상											
5	7	30	2	0	1	0	1	0	//정상											
5	8	6	2	0	1	1	0	0	//정상											
5	9	13	3	5	2	0	0	0	//정상											
6	0	32	3	6	0	2	0	0	//정상											
6	1	26	2	0	1	1	0	0	//정상											
6	2	2	2	0	1	1	0	0	//정상											
6	3	2	3	7	2	2	0	0	//정상											
6	4	16	2	0	1	1	0	0	//정상											
6	5	10	2	0	1	1	0	1	//정상											
6	6	36	2	0	1	1	1	0	//정상											
6	7	12	3	2	0	0	0	2	//정상											
6	8	8	2	0	1	0	1	1	//정상											
6	9	33	2	0	0	1	1	0	//정상											
7	0	24	2	0	1	1	0	0	//정상											
7	1	17	2	0	1	0	0	1	//정상											
7	2	20	2	0	1	0	1	0	//정상											
7	3	13	2	0	1	1	0	0	//정상											
7	4	8	2	0	1	1	0	0	//정상											
7	5	23	3	5	2	0	0	2	//정상											
7	6	12	3	5	2	0	2	0	//정상											
7	7	20	3	7	0	2	0	2	//정상											
7	8	17	3	3	0	2	2	2	//정상											
7	9	20	2	0	1	1	1	0	//정상											
8	0	26	3	5	2	2	0	2	//정상											
8	1	25	3	3	0	2	2	2	//정상											
8	2	35	2	0	0	0	1	1	//정상											
8	3	2	3	3	2	2	2	0	//정상											
8	4	12	2	0	1	1	0	1	//정상											
8	5	14	2	0	0	1	1	0	//정상											
8	6	22	2	0	0	1	0	1	//정상											
8	7	26	2	0	1	0	1	1	//정상											
8	8	5	2	0	1	0	1	0	//정상											
8	9	0	3	4	2	2	0	0	//정상											
9	0	9	3	5	2	0	0	2	//정상											
9	1	7	3	7	2	0	2	2	//정상											
9	2	0	2	0	0	0	1	1	//정상											
9	3	26	3	3	2	0	2	0	//정상											
9	4	21	3	5	2	0	0	2	//정상											
9	5	14	2	0	1	0	1	1	//정상											
9	6	23	2	0	1	0	1	1	//정상											
9	7	1	3	1	0	0	2	2	//정상											
9	8	34	3	4	0	0	2	2	//정상											
9	9	18	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
44	6	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	15	3	7	0	2	0	2	//정상											
0	1	16	2	0	0	1	1	1	//정상											
0	2	28	2	0	0	0	1	1	//정상											
0	3	22	2	0	0	1	1	0	//정상											
0	4	19	2	0	0	1	0	1	//정상											
0	5	22	3	1	0	2	2	2	//정상											
0	6	3	2	0	0	0	1	1	//정상											
0	7	22	3	0	0	0	2	2	//정상											
0	8	10	2	0	0	0	1	1	//정상											
0	9	28	3	4	0	2	2	0	//정상											
1	0	30	2	0	1	1	0	1	//정상											
1	1	1	2	0	1	0	1	0	//정상											
1	2	36	3	4	0	2	0	0	//정상											
1	3	20	2	0	1	1	0	0	//정상											
1	4	28	3	0	2	2	0	2	//정상											
1	5	34	3	3	2	2	2	2	//정상											
1	6	19	3	4	0	0	2	0	//정상											
1	7	23	2	0	0	1	0	1	//정상											
1	8	4	2	0	0	1	1	0	//정상											
1	9	27	2	0	1	1	0	0	//정상											
2	0	23	2	0	1	1	0	0	//정상											
2	1	37	3	0	0	0	0	2	//정상											
2	2	23	1	0	1	1	1	1	//정상											
2	3	36	3	6	2	0	2	2	//정상											
2	4	29	3	6	2	0	2	2	//정상											
2	5	1	2	0	1	0	1	0	//정상											
2	6	35	4	0	0	0	0	1	//정상											
2	7	16	2	0	1	0	1	0	//정상											
2	8	30	2	0	1	1	0	0	//정상											
2	9	18	2	0	1	1	0	0	//정상											
3	0	37	2	0	1	0	0	1	//정상											
3	1	36	2	0	0	1	1	0	//정상											
3	2	13	2	0	1	1	0	0	//정상											
3	3	32	2	0	0	1	0	1	//정상											
3	4	15	2	0	0	1	1	1	//정상											
3	5	16	3	7	0	2	2	0	//정상											
3	6	15	3	2	0	2	0	0	//정상											
3	7	35	3	1	0	2	0	0	//정상											
3	8	33	2	0	1	1	0	0	//정상											
3	9	4	3	5	2	2	0	0	//정상											
4	0	13	2	0	0	1	0	1	//정상											
4	1	6	2	0	1	1	1	0	//정상											
4	2	13	3	2	2	2	0	0	//정상											
4	3	15	2	0	1	1	0	0	//정상											
4	4	29	2	0	1	0	0	1	//정상											
4	5	19	2	0	1	1	1	0	//정상											
4	6	37	2	0	1	1	0	0	//정상											
4	7	30	2	0	1	1	0	0	//정상											
4	8	37	2	0	1	0	0	1	//정상											
4	9	32	2	0	1	1	1	0	//정상											
5	0	4	2	0	1	0	0	1	//정상											
5	1	29	2	0	1	1	1	0	//정상											
5	2	3	2	0	1	1	0	0	//정상											
5	3	25	2	0	1	1	0	1	//정상											
5	4	10	3	3	0	0	2	0	//정상											
5	5	17	3	7	2	2	0	2	//정상											
5	6	33	3	3	2	2	2	2	//정상											
5	7	17	3	5	2	2	2	0	//정상											
5	8	0	2	0	0	1	0	0	//정상											
5	9	29	2	0	1	1	0	0	//정상											
6	0	33	2	0	0	1	0	1	//정상											
6	1	27	2	0	1	0	1	0	//정상											
6	2	12	3	4	2	2	0	0	//정상											
6	3	27	2	0	1	1	0	1	//정상											
6	4	24	3	1	0	0	2	0	//정상											
6	5	16	2	0	1	1	0	0	//정상											
6	6	29	3	7	2	2	0	0	//정상											
6	7	31	3	2	2	2	0	0	//정상											
6	8	0	3	4	2	2	0	2	//정상											
6	9	6	2	0	1	0	1	0	//정상											
7	0	7	2	0	1	1	0	1	//정상											
7	1	9	2	0	0	1	1	0	//정상											
7	2	28	3	4	2	0	0	0	//정상											
7	3	17	2	0	1	1	0	1	//정상											
7	4	27	3	5	0	2	2	0	//정상											
7	5	4	2	0	1	1	0	0	//정상											
7	6	16	2	0	1	0	0	0	//정상											
7	7	35	2	0	1	0	0	0	//정상											
7	8	16	2	0	1	1	0	0	//정상											
7	9	2	2	0	0	1	0	0	//정상											
8	0	23	3	0	2	2	0	2	//정상											
8	1	15	3	1	2	2	2	2	//정상											
8	2	2	2	0	0	1	1	0	//정상											
8	3	5	3	3	2	2	0	2	//정상											
8	4	21	3	1	2	2	2	0	//정상											
8	5	37	2	0	1	0	0	1	//정상											
8	6	1	2	0	0	0	1	1	//정상											
8	7	26	2	0	0	0	1	1	//정상											
8	8	30	2	0	1	0	1	0	//정상											
8	9	23	3	0	2	2	0	0	//정상											
9	0	24	3	5	2	0	0	2	//정상											
9	1	36	2	0	1	0	1	0	//정상											
9	2	15	2	0	1	0	0	1	//정상											
9	3	11	2	0	1	0	1	0	//정상											
9	4	14	2	0	1	0	0	1	//정상											
9	5	28	3	1	0	0	2	2	//정상											
9	6	8	2	0	0	0	1	1	//정상											
9	7	15	2	0	0	0	1	1	//정상											
9	8	25	3	5	0	0	2	2	//정상											
9	9	24	3	5	2	0	2	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
45	6	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	4	3	7	0	2	0	2	//정상											
0	1	30	3	5	0	0	2	2	//정상											
0	2	28	2	0	0	0	1	1	//정상											
0	3	25	3	3	0	0	2	2	//정상											
0	4	4	2	0	0	1	1	0	//정상											
0	5	37	2	0	0	1	0	1	//정상											
0	6	25	2	0	0	1	1	1	//정상											
0	7	22	3	5	0	2	2	2	//정상											
0	8	25	3	7	0	0	2	2	//정상											
0	9	7	2	0	0	1	1	0	//정상											
1	0	16	2	0	1	1	0	1	//정상											
1	1	23	2	0	0	0	1	1	//정상											
1	2	8	2	0	0	1	1	1	//정상											
1	3	30	2	0	0	1	1	0	//정상											
1	4	5	3	3	2	2	0	0	//정상											
1	5	28	2	0	1	1	0	0	//정상											
1	6	1	2	0	1	0	0	1	//정상											
1	7	2	2	0	1	0	1	1	//정상											
1	8	33	2	0	0	1	1	0	//정상											
1	9	26	2	0	1	1	0	0	//정상											
2	0	17	2	0	1	1	0	1	//정상											
2	1	18	2	0	0	1	1	0	//정상											
2	2	20	3	4	2	0	0	2	//정상											
2	3	37	2	0	1	1	1	0	//정상											
2	4	21	2	0	1	1	0	0	//정상											
2	5	5	2	0	1	1	0	0	//정상											
2	6	14	3	1	0	2	0	0	//정상											
2	7	27	3	3	0	2	0	0	//정상											
2	8	20	2	0	1	1	0	0	//정상											
2	9	30	3	7	2	2	0	0	//정상											
3	0	9	3	3	2	0	0	0	//정상											
3	1	35	2	0	1	1	0	0	//정상											
3	2	10	3	1	0	2	0	0	//정상											
3	3	13	2	0	1	0	0	1	//정상											
3	4	28	3	4	2	2	2	0	//정상											
3	5	13	2	0	1	0	0	1	//정상											
3	6	35	2	0	1	0	1	1	//정상											
3	7	32	2	0	1	1	1	0	//정상											
3	8	9	2	0	1	1	0	0	//정상											
3	9	29	2	0	1	0	0	0	//정상											
4	0	28	2	0	0	1	0	1	//정상											
4	1	8	3	5	2	2	2	2	//정상											
4	2	32	3	1	2	0	2	0	//정상											
4	3	33	2	0	0	1	0	1	//정상											
4	4	8	2	0	1	1	1	0	//정상											
4	5	36	3	0	0	2	0	0	//정상											
4	6	35	3	4	0	2	0	2	//정상											
4	7	36	2	0	1	1	1	0	//정상											
4	8	35	2	0	1	0	0	1	//정상											
4	9	30	2	0	0	1	1	0	//정상											
5	0	4	3	6	2	0	0	0	//정상											
5	1	21	2	0	1	1	0	1	//정상											
5	2	22	3	5	0	0	2	0	//정상											
5	3	37	3	2	2	0	0	2	//정상											
5	4	17	2	0	1	1	1	0	//정상											
5	5	0	3	4	2	2	0	2	//정상											
5	6	10	2	0	1	1	1	1	//정상											
5	7	12	2	0	1	0	1	0	//정상											
5	8	34	2	0	0	1	0	0	//정상											
5	9	7	2	0	1	1	0	0	//정상											
6	0	21	2	0	0	1	0	1	//정상											
6	1	20	3	3	2	2	2	2	//정상											
6	2	8	3	7	0	0	2	0	//정상											
6	3	35	3	7	0	2	0	2	//정상											
6	4	6	2	0	1	1	1	0	//정상											
6	5	2	2	0	1	1	0	0	//정상											
6	6	31	3	1	2	0	0	2	//정상											
6	7	24	1	0	0	1	1	1	//정상											
6	8	23	3	3	2	0	2	0	//정상											
6	9	25	2	0	1	1	0	0	//정상											
7	0	0	2	0	1	1	0	0	//정상											
7	1	24	3	4	2	0	0	0	//정상											
7	2	2	4	0	0	1	0	0	//정상											
7	3	27	3	5	2	0	0	2	//정상											
7	4	29	2	0	1	1	1	0	//정상											
7	5	36	3	7	2	0	0	2	//정상											
7	6	18	3	4	0	2	2	2	//정상											
7	7	15	3	3	2	2	2	0	//정상											
7	8	25	2	0	0	1	0	1	//정상											
7	9	31	2	0	1	0	1	0	//정상											
8	0	22	2	0	1	1	0	0	//정상											
8	1	36	2	0	0	1	0	1	//정상											
8	2	15	2	0	1	0	1	0	//정상											
8	3	9	3	0	0	0	0	2	//정상											
8	4	29	2	0	1	1	1	0	//정상											
8	5	0	3	1	0	2	0	0	//정상											
8	6	33	3	6	2	0	0	2	//정상											
8	7	7	2	0	1	0	1	0	//정상											
8	8	19	2	0	1	0	0	1	//정상											
8	9	36	2	0	0	1	1	0	//정상											
9	0	27	2	0	1	0	0	1	//정상											
9	1	26	2	0	1	0	1	0	//정상											
9	2	6	3	0	0	0	0	2	//정상											
9	3	37	2	0	0	0	1	1	//정상											
9	4	19	3	3	2	0	2	2	//정상											
9	5	34	2	0	1	0	1	1	//정상											
9	6	8	2	0	0	0	1	1	//정상											
9	7	20	2	0	0	0	1	1	//정상											
9	8	7	2	0	0	0	1	1	//정상											
9	9	18	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
46	7	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	14	3	1	0	2	0	2	//정상											
0	1	34	3	7	0	2	2	2	//정상											
0	2	18	2	0	0	0	1	1	//정상											
0	3	7	3	0	0	0	2	2	//정상											
0	4	22	2	0	0	0	1	1	//정상											
0	5	36	2	0	0	0	1	1	//정상											
0	6	26	3	6	0	2	2	2	//정상											
0	7	17	2	0	0	1	1	0	//정상											
0	8	13	3	7	0	2	0	2	//정상											
0	9	28	3	3	0	2	2	0	//정상											
1	0	30	3	0	2	2	0	0	//정상											
1	1	4	2	0	1	1	0	0	//정상											
1	2	33	3	4	0	2	0	2	//정상											
1	3	15	2	0	0	1	1	1	//정상											
1	4	18	3	3	0	2	2	0	//정상											
1	5	29	3	1	0	2	0	2	//정상											
1	6	24	3	3	2	2	2	2	//정상											
1	7	23	3	6	2	2	2	0	//정상											
1	8	3	3	7	2	0	0	2	//정상											
1	9	30	2	0	1	1	1	0	//정상											
2	0	37	3	4	2	2	0	2	//정상											
2	1	24	2	0	1	0	1	0	//정상											
2	2	23	3	7	2	2	0	2	//정상											
2	3	14	2	0	1	0	1	0	//정상											
2	4	5	4	0	1	0	0	0	//정상											
2	5	2	2	0	1	0	0	0	//정상											
2	6	15	3	6	2	0	0	2	//정상											
2	7	16	3	5	2	0	2	2	//정상											
2	8	25	2	0	0	0	1	1	//정상											
2	9	26	3	3	2	2	2	0	//정상											
3	0	20	2	0	1	1	0	0	//정상											
3	1	0	3	0	0	2	0	2	//정상											
3	2	28	2	0	1	0	1	0	//정상											
3	3	12	3	0	0	2	0	2	//정상											
3	4	26	1	0	0	1	1	1	//정상											
3	5	36	3	7	0	0	2	2	//정상											
3	6	15	3	2	0	2	2	2	//정상											
3	7	6	2	0	0	1	1	0	//정상											
3	8	0	2	0	0	1	0	1	//정상											
3	9	32	2	0	1	1	1	0	//정상											
4	0	7	2	0	1	1	0	0	//정상											
4	1	37	2	0	1	1	0	0	//정상											
4	2	29	3	6	0	2	0	2	//정상											
4	3	13	2	0	1	0	1	1	//정상											
4	4	20	3	0	2	2	2	2	//정상											
4	5	12	3	5	0	0	2	0	//정상											
4	6	29	2	0	1	1	0	1	//정상											
4	7	12	3	2	2	2	2	0	//정상											
4	8	35	3	7	2	0	0	2	//정상											
4	9	28	3	4	2	2	2	0	//정상											
5	0	37	3	7	2	2	0	2	//정상											
5	1	1	3	3	2	2	2	0	//정상											
5	2	22	2	0	1	1	0	0	//정상											
5	3	26	3	3	0	0	0	2	//정상											
5	4	5	2	0	1	1	1	1	//정상											
5	5	6	3	7	0	0	2	0	//정상											
5	6	23	2	0	1	0	0	1	//정상											
5	7	6	3	5	2	2	2	0	//정상											
5	8	11	3	4	0	0	0	2	//정상											
5	9	4	2	0	1	1	1	0	//정상											
6	0	23	2	0	1	1	0	0	//정상											
6	1	36	3	7	2	2	0	0	//정상											
6	2	4	2	0	1	1	0	0	//정상											
6	3	28	3	7	0	0	0	2	//정상											
6	4	0	3	3	2	2	2	2	//정상											
6	5	10	3	7	0	0	2	0	//정상											
6	6	33	3	4	0	2	0	0	//정상											
6	7	28	3	7	2	0	0	0	//정상											
6	8	3	3	7	0	0	0	2	//정상											
6	9	17	3	5	2	2	2	0	//정상											
7	0	25	3	3	2	2	0	0	//정상											
7	1	0	2	0	1	1	0	0	//정상											
7	2	37	3	2	2	2	0	2	//정상											
7	3	6	3	2	0	0	2	2	//정상											
7	4	36	2	0	1	1	1	1	//정상											
7	5	29	3	1	0	0	2	2	//정상											
7	6	36	3	3	2	2	2	2	//정상											
7	7	0	3	1	0	0	2	0	//정상											
7	8	19	2	0	0	1	0	1	//정상											
7	9	18	2	0	1	0	1	0	//정상											
8	0	9	2	0	1	1	0	0	//정상											
8	1	15	3	2	2	2	0	0	//정상											
8	2	5	2	0	1	1	0	0	//정상											
8	3	10	3	1	0	2	0	2	//정상											
8	4	15	3	3	2	2	2	2	//정상											
8	5	27	3	7	0	2	2	0	//정상											
8	6	8	2	0	1	1	0	1	//정상											
8	7	7	3	4	0	0	2	0	//정상											
8	8	22	3	6	2	2	0	2	//정상											
8	9	8	3	6	0	0	2	0	//정상											
9	0	18	2	0	1	0	0	1	//정상											
9	1	26	2	0	1	0	1	0	//정상											
9	2	24	3	3	2	0	0	2	//정상											
9	3	13	2	0	1	0	1	0	//정상											
9	4	28	3	6	2	0	0	0	//정상											
9	5	24	3	6	2	0	0	0	//정상											
9	6	37	2	0	1	0	0	1	//정상											
9	7	3	2	0	0	0	1	1	//정상											
9	8	28	3	3	2	0	2	2	//정상											
9	9	20	3	2	0	0	2	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
47	7	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	25	2	0	0	1	0	1	//정상											
0	1	10	3	3	0	2	2	2	//정상											
0	2	30	3	4	0	0	2	2	//정상											
0	3	17	3	6	0	2	2	2	//정상											
0	4	36	2	0	0	0	1	1	//정상											
0	5	8	3	5	0	0	2	2	//정상											
0	6	17	2	0	0	0	1	1	//정상											
0	7	10	3	4	0	0	2	2	//정상											
0	8	0	3	2	0	2	2	2	//정상											
0	9	9	2	0	0	1	1	0	//정상											
1	0	11	3	1	2	0	0	2	//정상											
1	1	32	1	0	1	1	1	1	//정상											
1	2	23	3	5	0	0	2	2	//정상											
1	3	24	2	0	1	0	1	0	//정상											
1	4	29	2	0	0	1	0	1	//정상											
1	5	25	3	4	0	0	2	2	//정상											
1	6	1	3	7	0	2	2	2	//정상											
1	7	17	2	0	0	1	1	0	//정상											
1	8	33	2	0	1	0	0	0	//정상											
1	9	21	2	0	1	1	0	0	//정상											
2	0	21	3	5	0	0	0	2	//정상											
2	1	28	3	0	2	2	2	2	//정상											
2	2	6	2	0	0	0	1	0	//정상											
2	3	1	3	1	0	2	0	2	//정상											
2	4	9	3	0	2	2	2	2	//정상											
2	5	28	3	6	0	0	2	0	//정상											
2	6	17	3	7	2	0	0	0	//정상											
2	7	20	3	4	2	2	0	0	//정상											
2	8	36	2	0	0	1	0	1	//정상											
2	9	19	3	6	2	2	2	0	//정상											
3	0	10	3	2	0	2	0	2	//정상											
