// 애니회수 - 0 : 무한 반복	
// 대사내용 - ""안에 대사 내용 입력, ""안에 " 금지, ; 는 줄 바꿈	
//대사번호	대사내용
//튜토리얼용 대사 스크립트 추가. 2009.07.01. By kaisa2(이채선)	
18091	"이전의 의뢰보다 던전의 조금 더 안쪽까지 파악할 수 있도록 여행자님에게 몬스터 퇴치 의뢰를 드리려고 합니다. 의뢰를 맡아주시겠습니까? (101~110레벨)"
18092	"할만한 의뢰겠지?"
18093	"의뢰를 수락하겠습니다. (수락)"
18094	"시간이 없군요. 죄송합니다. (거절)"
18095	" 아쉽군요. 빠른 성장을 위해서 한번쯤 해보시는 것도 나쁘지 않았을 텐데...... (퀘스트가 취소되었습니다.)"
18096	"던전 2층으로 가시면 날카로운 마법을 부리는 헬스파이더들이 보이실 겁니다. 헬스파이더 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18097	"던전 2층으로 가시면 숨어서 화살을 날리는 해골궁수들이 보일 겁니다. 해골궁수 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18101	"던전 2층에서 몬스터들의 저항이 심각하다는 척후 부대의 연락이 왔습니다. 여행자님께 몬스터 퇴치 의뢰를 드리려고 합니다. 의뢰를 맡아주시겠습니까? (111~120레벨)"
18102	"할만한 의뢰겠지?"
18103	"의뢰를 수락하겠습니다. (수락)"
18104	"시간이 없군요. 죄송합니다. (거절)"
18105	" 아쉽군요. 빠른 성장을 위해서 한번쯤 해보시는 것도 나쁘지 않았을 텐데...... (퀘스트가 취소되었습니다.)"
18106	"던전 2층으로 가시면 번개 마법을 사용하는 썬더리치들이 보이실 겁니다. 썬더리치 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18107	"던전 2층으로 가시면 독을 흘리면서 배회하는 헬하운드들이 보이실 겁니다. 헬하운드 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18111	"던전 2층에서 3층으로 가는 길목을 지키는 몬스터들이 너무 많아서 척후 부대가 3층에 진입하질 못한다고 합니다. 그래서 여행자님에게 몬스터 퇴치 의뢰를 드리려고 합니다. 의뢰를 맡아주시겠습니까? (121~130레벨)"
18112	"할만한 의뢰겠지?"
18113	"의뢰를 수락하겠습니다. (수락)"
18114	"시간이 없군요. 죄송합니다. (거절)"
18115	" 아쉽군요. 빠른 성장을 위해서 한번쯤 해보시는 것도 나쁘지 않았을 텐데...... (퀘스트가 취소되었습니다.)"
18116	"던전 2층으로 가시면 독 기운을 흘리는 포이즌 소뿔전사들이 보일 겁니다. 포이즌 소뿔전사 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18117	"던전 2층으로 가시면 날카로운 마법을 부리는 헬스파이더들이 보이실 겁니다. 헬스파이더 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18121	"던전 2층과 3층에서 척후 부대를 집중적으로 공략하는 몬스터들이 나타났다고 합니다. 여행자님이 여유가 되시면 몬스터 퇴치 의뢰를 드리려고 합니다. 의뢰를 맡아주시겠습니까? (131~140레벨)"
18122	"할만한 의뢰겠지?"
18123	"의뢰를 수락하겠습니다. (수락)"
18124	"시간이 없군요. 죄송합니다. (거절)"
18125	" 아쉽군요. 빠른 성장을 위해서 한번쯤 해보시는 것도 나쁘지 않았을 텐데...... (퀘스트가 취소되었습니다.)"
18126	"던전 3층으로 가시면 어둠을 뿌리고 다니는 다크나이트들이 보이실 겁니다. 다크나이트 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18127	"던전 2층으로 가시면 번개 마법을 사용하는 썬더리치들이 보이실 겁니다. 썬더리치 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18131	"던전을 지속적으로 공략한 결과 어느 정도의 진입로가 만들어졌습니다. 하지만 아직도 척후 부대를 힘들게 하는 몬스터들이 있다고 합니다. 의뢰를 맡아주시겠습니까? (141~160레벨)"
18132	"할만한 의뢰겠지?"
18133	"의뢰를 수락하겠습니다. (수락)"
18134	"시간이 없군요. 죄송합니다. (거절)"
18135	" 아쉽군요. 빠른 성장을 위해서 한번쯤 해보시는 것도 나쁘지 않았을 텐데...... (퀘스트가 취소되었습니다.)"
18136	"던전 3층으로 가시면 몬스터들의 우두머리인 고르곤들이 보이실 겁니다. 고르곤 15마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18137	"던전 2층으로 가시면 독 기운을 흘리는 포이즌 소뿔전사들이 보일 겁니다. 포이즌 소뿔전사 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18141	"척후 부대에서 보내온 정보에 의하면 그곳의 하급 몬스터들이 말썽이라고 합니다. 그래서 그곳들의 몬스터 퇴치를 의뢰하려고 합니다. 의뢰를 맡아주시겠습니까? (161~165레벨)"
18142	"척후 부대의 도움이라......"
18143	"의뢰를 수락하겠습니다. (수락)"
18144	"시간이 없군요. 죄송합니다. (거절)"
18145	" 아쉽군요. 빠른 성장을 위해서 한번쯤 해보시는 것도 나쁘지 않았을 텐데...... (퀘스트가 취소되었습니다.)"
18146	"로스트 타워 1층으로 가시면 사념의 집합체인 쉐도우들이 보이실 겁니다. 쉐도우 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18147	"데비아스 4지역으로 가시면 비명을 토해내는 빙녀들이 보이실 겁니다. 아이스 퀸 3마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18151	"척후 부대에서 의뢰를 부탁했습니다.  하급 몬스터를 관리하는 상위 몬스터들을 퇴치하면 부대운영에 도움이 될 것 같다고 합니다. 그곳들의 몬스터 퇴치해주십시오. 의뢰를 맡아주시겠습니까? (166~170레벨)"
18152	"척후 부대의 도움이라......"
18153	"의뢰를 수락하겠습니다. (수락)"
18154	"시간이 없군요. 죄송합니다. (거절)"
18155	" 아쉽군요. 빠른 성장을 위해서 한번쯤 해보시는 것도 나쁘지 않았을 텐데...... (퀘스트가 취소되었습니다.)"
18156	"로스트 타워 1층~2층으로 가시면 사념의 집합체이면서 독을 품은 포이즌 쉐도우들이 보이실 겁니다. 포이즌 쉐도우 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18157	"엘베란드 3지역(179, 81)으로 가시면 난폭한 털북숭이들이 보이실 겁니다.  괴수 우씨 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18161	"척후 부대의 상태가 한결 좋아졌다고 합니다. 대장님을 대신해 감사의 인사를 드립니다. 하지만 아직도 정찰을 방해하는 몬스터들이 출몰한다고 합니다. 이전의 몬스터들보다 상위의 몬스터여서 여간 어려움을 겪는 것이 아니라고 합니다. 그래서 그곳들의 몬스터 퇴치를 의뢰하려고 합니다. 의뢰를 맡아주시겠습니까? (171~179레벨)"
18162	"척후 부대의 도움이라......"
18163	"의뢰를 수락하겠습니다. (수락)"
18164	"시간이 없군요. 죄송합니다. (거절)"
18165	"아쉽군요. 빠른 성장을 위해서 한번쯤 해보시는 것도 나쁘지 않았을 텐데...... (퀘스트가 취소되었습니다.)"
18166	"로스트 타워 2층~3층으로 가시면 악으로 타락한 저주받은 법사들이 보이실 겁니다. 저주받은 법사 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18167	"엘베란드 3지역(203, 37)으로 가시면 난폭한 털북숭이들의 대장들이 보이실 겁니다. 괴수우씨 대장 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18171	"척후 부대에서 정찰 조를 덮치는 몬스터의 출현해서 어려움을 겪고 있다고 합니다. 그래서 그곳들의 몬스터 퇴치를 의뢰하려고 합니다. 의뢰를 맡아주시겠습니까? (180~189레벨)"
18172	"척후 부대의 도움이라....."
18173	"의뢰를 수락하겠습니다. (수락)"
18174	"시간이 없군요. 죄송합니다. (거절)"
18175	"아쉽군요. 빠른 성장을 위해서 한번쯤 해보시는 것도 나쁘지 않았을 텐데...... (퀘스트가 취소되었습니다.)"
18176	"로스트 타워 3층~4층으로 가시면 악의 기운을 뿌리는 데쓰 카우들이 보이실 겁니다. 데쓰 카우 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18177	"로스트 타워 1층으로 가시면 사념의 집합체인 쉐도우들이 보이실 겁니다. 쉐도우 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18181	"로스트 타워의 기운을 억제하기 위한 결계를 지속적으로 공격하는 몬스터 부대가 출현했다고 합니다. 그 중에서 데빌과 저주받은 법사들이 마법으로 결계에 직접적으로 영향을 준다고 합니다. 이 몬스터들을 퇴치해주시겠습니까? (191~199레벨)"
18182	"몬스터 퇴치는 할만 하지......"
18183	"의뢰를 수락하겠습니다. (수락)"
18184	"시간이 없군요. 죄송합니다. (거절)"
18185	"아쉽군요. 빠른 성장을 위해서 한번쯤 해보시는 것도 나쁘지 않았을 텐데...... (퀘스트가 취소되었습니다.)"
18186	"로스트 타워 4층~6층으로 가시면 악의 마법을 쓰는 데빌들이 보이실 겁니다. 데빌 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18187	"로스트 타워 2층~3층으로 가시면 악으로 타락한 저주받은 법사들이 보이실 겁니다. 저주받은 법사 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18191	"로스트 타워의 결계에 직접적인 영향을 주던 몬스터는 어느 정도 사라졌지만 그들을 조종하는 상급 몬스터들이 물리적인 힘으로 결계에 영향을 준다고 합니다. 이 몬스터들을 퇴치해주시겠습니까? (200~209레벨)"
18192	"몬스터 퇴치는 할만 하지......"
18193	"의뢰를 수락하겠습니다. (수락)"
18194	"시간이 없군요. 죄송합니다. (거절)"
18195	"아쉽군요. 빠른 성장을 위해서 한번쯤 해보시는 것도 나쁘지 않았을 텐데...... (퀘스트가 취소되었습니다.)"
18196	"로스트 타워 5층~6층으로 가시면 악에서 탄생한 데쓰나이트들이 보이실 겁니다. 데쓰나이트 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18197	"로스트 타워 3층~4층으로 가시면 악의 기운을 뿌리는 데쓰 카우들이 보이실 겁니다. 데쓰 카우 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18201	"로스트 타워의 결계가 어느 정도 안정화 되었다고 합니다. 하지만 아직 몬스터 부대의 상위 몬스터들이 호시탐탐 기회를 노리고 있다고 합니다. 이 몬스터들을 퇴치해주시겠습니까? (210~219레벨)"
18202	"몬스터 퇴치는 할만 하지......"
18203	"의뢰를 수락하겠습니다. (수락)"
18204	"시간이 없군요. 죄송합니다. (거절)"
18205	"아쉽군요. 빠른 성장을 위해서 한번쯤 해보시는 것도 나쁘지 않았을 텐데...... (퀘스트가 취소되었습니다.)"
18206	"로스트 타워 7층으로 가시면 죽음으로 더욱 강해진 데쓰고르곤들이 보이실 겁니다. 데쓰고르곤 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18207	"로스트 타워 4층~6층으로 가시면 악의 마법을 쓰는 데빌들이 보이실 겁니다. 데빌 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18211	"로스트 타워 최상층을 통해서 진입이 가능한 이카루스라는 곳이 있습니다. 여행자님이 비행능력이 있다면 진입이 가능합니다. 그런데 얼마 전부터 이 이카루스의 진입을 방해하는 부대를 조직하는 몬스터들이 나타났다고 합니다. 이 몬스터들을 퇴치해주시겠습니까? (220~229레벨)"
18212	"몬스터 퇴치는 할만 하지......"
18213	"의뢰를 수락하겠습니다. (수락)"
18214	"시간이 없군요. 죄송합니다. (거절)"
18215	" 아쉽군요. 빠른 성장을 위해서 한번쯤 해보시는 것도 나쁘지 않았을 텐데...... 230레벨이 되기 전에 오시면 의뢰를 다시 해드리겠습니다. (퀘스트가 취소되었습니다.)"
18216	"로스트 타워 7층으로 가시면 거대한 낫을 들고 입구를 지키는 발록들이 보이실 겁니다. 발록 15마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18217	"로스트 타워 5층~6층으로 가시면 악에서 탄생한 데쓰나이트들이 보이실 겁니다. 데쓰나이트 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18221	"로스트 타워 최상층에서 아직도 진입로를 막기 위해서 몬스터부대를 지속적으로 조직하려고 한답니다. 이 몬스터들을 지속적으로 퇴치해주시겠습니까? (220~229레벨)"
18222	"몬스터 퇴치는 할만 하지......"
18223	"의뢰를 수락하겠습니다. (수락)"
18224	"시간이 없군요. 죄송합니다. (거절)"
18225	" 아쉽군요. 빠른 성장을 위해서 한번쯤 해보시는 것도 나쁘지 않았을 텐데...... 230레벨이 되기 전에 오시면 의뢰를 다시 해드리겠습니다. (퀘스트가 취소되었습니다.)"
18226	"로스트 타워 7층으로 가시면 거대한 낫을 들고 입구를 지키는 발록들이 보이실 겁니다. 발록 15마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18227	"로스트 타워 5층~6층으로 가시면 악에서 탄생한 데쓰나이트들이 보이실 겁니다. 데쓰나이트 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18231	"척후 부대가 진출하지 못한 곳 중 하나가 사막인 타르칸 입니다. 진출하지 못한 이유는 그 곳의 척박한 환경도 한몫하고 있지만 무엇보다 돌연변이 뮤턴트들때문입니다. 척후 부대의 진출에 도움이 될 수 있도록 뮤턴트들을 퇴치해주시겠습니까?(230~234레벨)"
18232	"척후 부대의 진출....."
18233	"의뢰를 수락하겠습니다.(수락)"
18234	"시간이 없군요. 죄송합니다.(거절)"
18235	"아쉽군요. 빠른 성장을 위해서 한번쯤해보시는것도 나쁘지 않았을 텐데…235벨이 되기 전에 오시면 의뢰를 다시해드리겠습니다. (퀘스트가 취소되었습니다.)"
18236	"타르칸 1지역으로 가시면 등에 거대한 도끼날을 붙이고 다니는 뮤턴트들이 보이실 겁니다. 뮤턴트 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18241	"척후 부대의 진출에는 문제가 없지만 뮤턴트들이 지속적으로 증가하는 추세라고 합니다. 지속적인 뮤턴트 퇴치를 맡아주시겠습니까?(230~234레벨)"
18242	"척후 부대의 진출....."
18243	"의뢰를 수락하겠습니다.(수락)"
18244	"시간이 없군요. 죄송합니다.(거절)"
18245	"아쉽군요. 빠른 성장을 위해서 한번쯤해보시는것도 나쁘지 않았을 텐데…235벨이 되기 전에 오시면 의뢰를 다시해드리겠습니다. (퀘스트가 취소되었습니다.)"
18246	"타르칸 1지역으로 가시면 등에 거대한 도끼날을 붙이고 다니는 뮤턴트들이 보이실 겁니다. 뮤턴트 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18251	"척후 부대의 진출은 성공적으로 이루어 졌지만 뮤턴트의 상위 몬스터인 블러디울프가 척후 부대원들을 지속적으로 공격하고 있다고 합니다. 이 블러디울프의 퇴치를 의뢰하려고 하는데...의뢰를 맡아주시겠습니까?(235~239레벨)"
18252	"몬스터 퇴치라...."
18253	"의뢰를 수락하겠습니다.(수락)"
18254	"시간이 없군요. 죄송합니다.(거절)"
18255	"아쉽군요. 빠른 성장을 위해서 한번쯤해보시는것도 나쁘지 않았을 텐데…240벨이 되기 전에 오시면 의뢰를 다시해드리겠습니다. (퀘스트가 취소되었습니다.)"
18256	"타르칸 1지역으로 가시면 죽음의 냄새를 풍기는 블러디울프들이 보이실 겁니다. 블러디울프 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18261	"아직도 많은 블러디울프로 인해서 부대원들의 희생이 발생하고 있다고 합니다. 블러디울프를 지속적으로 퇴치해주시겠습니까?(235~239레벨)"
18262	"몬스터 퇴치라...."
18263	"의뢰를 수락하겠습니다.(수락)"
18264	"시간이 없군요. 죄송합니다.(거절)"
18265	"아쉽군요. 빠른 성장을 위해서 한번쯤해보시는것도 나쁘지 않았을 텐데…240벨이 되기 전에 오시면 의뢰를 다시해드리겠습니다. (퀘스트가 취소되었습니다.)"
18266	"타르칸 1지역으로 가시면 죽음의 냄새를 풍기는 블러디울프들이 보이실 겁니다. 블러디울프 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18271	"몬스터들의 행동이 심상치 않습니다. 블러디울프의 상위 몬스터인 아이언휠이 무엇인가를 꾸미고 있는 것 같습니다. 이 아이언휠의 퇴치를 의뢰하려고 하는데...의뢰를 맡아주시겠습니까?(240~244레벨)"
18272	"몬스터 퇴치라...."
18273	"의뢰를 수락하겠습니다.(수락)"
18274	"시간이 없군요. 죄송합니다.(거절)"
18275	"아쉽군요. 빠른 성장을 위해서 한번쯤해보시는것도 나쁘지 않았을 텐데…245벨이 되기 전에 오시면 의뢰를 다시해드리겠습니다. (퀘스트가 취소되었습니다.)"
18276	"타르칸 1지역과 2지역 사이에 모험자를 노리는 암살자인 아이언휠들이 보이실 겁니다. 아이언휠 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18281	"아직도 많은 아이언휠로 인해서 부대원들의 희생이 발생하고 있다고 합니다. 아이언휠을 지속적으로 퇴치해주시겠습니까?(240~244레벨)"
18282	"몬스터 퇴치라...."
18283	"의뢰를 수락하겠습니다.(수락)"
18284	"시간이 없군요. 죄송합니다.(거절)"
18285	"아쉽군요. 빠른 성장을 위해서 한번쯤해보시는것도 나쁘지 않았을 텐데…245벨이 되기 전에 오시면 의뢰를 다시해드리겠습니다. (퀘스트가 취소되었습니다.)"
18286	"타르칸 1지역과 2지역 사이에 모험자를 노리는 암살자인 아이언휠들이 보이실 겁니다. 아이언휠 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18291	"천공성으로 가는 길목의 이카루스에서 가장 성가신 존재는 알카모스가 아닐까 합니다. 알카모스의 스타더스트는 부대에 적지 않은 피해를 입히고 있다고 합니다. 척후 부대의 진출에 도움이 될 수 있도록 알카모스들을 퇴치해주시겠습니까?(245~249레벨)"
18292	"천공성으로 진출이라....."
18293	"의뢰를 수락하겠습니다.(수락)"
18294	"시간이 없군요. 죄송합니다.(거절)"
18295	"아쉽군요. 빠른 성장을 위해서 한번쯤해보시는것도 나쁘지 않았을 텐데…250벨이 되기 전에 오시면 의뢰를 다시해드리겠습니다. (퀘스트가 취소되었습니다.)"
18296	"이카루스로 가시면 스타 더스트를 날리는 알카모스들이 보이실 겁니다. 알카모스 80마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18301	"알카모스가 줄어들지 않아 척후 부대의 피해가 아직 있다고 합니다. 지속적인 알카모스의 퇴치를 맡아주시겠습니까?(245~249레벨)"
18302	"천공성으로 진출이라....."
18303	"의뢰를 수락하겠습니다.(수락)"
18304	"시간이 없군요. 죄송합니다.(거절)"
18305	"아쉽군요. 빠른 성장을 위해서 한번쯤해보시는것도 나쁘지 않았을 텐데…250벨이 되기 전에 오시면 의뢰를 다시해드리겠습니다. (퀘스트가 취소되었습니다.)"
18306	"이카루스로 가시면 스타 더스트를 날리는 알카모스들이 보이실 겁니다. 알카모스 80마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18311	"이카루스에서 알카모스의 상급 몬스터인 메가 크러스트들이 무엇인가 꾸미고 있다고 합니다. 아무래도 그것으로 인해 척후 부대의 피해가 발생할 것 같습니다. 메가 크러스트들을 퇴치해주시겠습니까?(250~254레벨)"
18312	"몬스터 퇴치라면 충분히....."
18313	"의뢰를 수락하겠습니다.(수락)"
18314	"시간이 없군요. 죄송합니다.(거절)"
18315	"아쉽군요. 빠른 성장을 위해서 한번쯤해보시는것도 나쁘지 않았을 텐데…255벨이 되기 전에 오시면 의뢰를 다시해드리겠습니다. (퀘스트가 취소되었습니다.)"
18316	"이카루스로 가시면 알카모스보다 더 맹렬한 공격을 하는 메가 크러스트들이 보이실 겁니다. 메가 크러스트 80마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18321	"메가 크러스트가 줄어들지 않아 척후 부대의 피해가 아직 있다고 합니다. 지속적인 메가 크러스트의 퇴치를 맡아주시겠습니까?(250~254레벨)"
18322	"몬스터 퇴치라면 충분히....."
18323	"의뢰를 수락하겠습니다.(수락)"
18324	"시간이 없군요. 죄송합니다.(거절)"
18325	"아쉽군요. 빠른 성장을 위해서 한번쯤해보시는것도 나쁘지 않았을 텐데…255벨이 되기 전에 오시면 의뢰를 다시해드리겠습니다. (퀘스트가 취소되었습니다.)"
18326	"이카루스로 가시면 알카모스보다 더 맹렬한 공격을 하는 메가 크러스트들이 보이실 겁니다. 메가 크러스트 80마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18331	"천공성의 진입이 쉽지 않은 것은 아무래도 퀸 레이너들의 소행인듯 싶습니다. 퀸 레이너들이 메가크러스트와 알카모스를 배후에서 조정하는 것 같습니다. 이 퀸 레이너의 퇴치를 의뢰하려고 하는데...의뢰를 맡아주시겠습니까?(255~259레벨)"
18332	"몬스터 퇴치라면 당연히...."
18333	"의뢰를 수락하겠습니다.(수락)"
18334	"시간이 없군요. 죄송합니다.(거절)"
18335	"아쉽군요. 빠른 성장을 위해서 한번쯤해보시는것도 나쁘지 않았을 텐데…260벨이 되기 전에 오시면 의뢰를 다시해드리겠습니다. (퀘스트가 취소되었습니다.)"
18336	"이카루스로 가시면 죽음의 기운을 아름다움으로 감춘 퀸 레이너들이 보이실 겁니다. 이 퀸 레이너 80마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18341	"아직도 퀸 레이너의 음모에 의한 피해가 줄어들지 않아 부대원들의 희생이 발생하고 있다고 합니다. 퀸 레이너를 지속적으로 퇴치해주시겠습니까?(255~259레벨)"
18342	"몬스터 퇴치라면 당연히...."
18343	"의뢰를 수락하겠습니다.(수락)"
18344	"시간이 없군요. 죄송합니다.(거절)"
18345	"아쉽군요. 빠른 성장을 위해서 한번쯤해보시는것도 나쁘지 않았을 텐데…260벨이 되기 전에 오시면 의뢰를 다시해드리겠습니다. (퀘스트가 취소되었습니다.)"
18346	"이카루스로 가시면 죽음의 기운을 아름다움으로 감춘 퀸 레이너들이 보이실 겁니다. 이 퀸 레이너 80마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다."
18801	"마을에서 크고 작은 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18802	"'거미' 10마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18803	"마을에서 크고 작은 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18804	"'자이언트' 15마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18805	"'리치' 15마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18806	"'아곤' 15마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18807	"'오염된 나비' 15마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18808	"마을에서 크고 작은 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18809	"'해골전사' 20마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18810	"'자이언트' 20마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18811	"'돌괴물' 20마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18812	"'오염된 나비' 20마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18813	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18814	"'얼음괴물' 25마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18815	"'웜' 25마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18816	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18817	"'암살자' 30마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18818	"'얼음괴물' 30마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18819	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18820	"'설인' 30마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18821	"'호머드' 30마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18822	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18823	"'싸이크롭스' 40마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18824	"'유충' 40마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18825	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18826	"'토템골렘' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18827	"'저주받은 리치' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18828	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18829	"'헬하운드' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18830	"'싸이크롭스' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18831	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18832	"'헬스파이더' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18833	"'해골궁수' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18834	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18835	"'썬더리치' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18836	"'헬하운드' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18837	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18838	"'포이즌 소뿔전사' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18839	"'헬스파이더' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18840	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18841	"'다크나이트' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18842	"'썬더리치' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18843	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18844	"'고르곤' 15마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18845	"'포이즌 소뿔전사' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18846	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
